date,close
2021-02-11,50.29999923706055
2021-02-12,50.689998626708984
2021-02-16,50.27000045776367
2021-02-17,50.130001068115234
2021-02-18,50.77000045776367
2021-02-19,50.11000061035156
2021-02-22,50.630001068115234
2021-02-23,50.540000915527344
2021-02-24,50.709999084472656
2021-02-25,50.16999816894531
2021-02-26,48.9900016784668
2021-03-01,49.900001525878906
2021-03-02,50.099998474121094
2021-03-03,49.97999954223633
2021-03-04,49.939998626708984
2021-03-05,50.790000915527344
2021-03-08,51.63999938964844
2021-03-09,50.86000061035156
2021-03-10,51.439998626708984
2021-03-11,50.880001068115234
2021-03-12,50.36000061035156
2021-03-15,51.029998779296875
2021-03-16,51.220001220703125
2021-03-17,51.2400016784668
2021-03-18,50.56999969482422
2021-03-19,50.810001373291016
2021-03-22,51.0
2021-03-23,51.38999938964844
2021-03-24,51.52000045776367
2021-03-25,52.02000045776367
2021-03-26,53.040000915527344
2021-03-29,53.849998474121094
2021-03-30,53.150001525878906
2021-03-31,52.709999084472656
2021-04-01,52.5099983215332
2021-04-05,52.810001373291016
2021-04-06,53.189998626708984
2021-04-07,53.279998779296875
2021-04-08,53.119998931884766
2021-04-09,53.18000030517578
2021-04-12,53.349998474121094
2021-04-13,53.09000015258789
2021-04-14,53.08000183105469
2021-04-15,53.33000183105469
2021-04-16,53.68000030517578
2021-04-19,54.0
2021-04-20,54.16999816894531
2021-04-21,54.61000061035156
2021-04-22,54.439998626708984
2021-04-23,54.470001220703125
2021-04-26,53.65999984741211
2021-04-27,53.58000183105469
2021-04-28,53.59000015258789
2021-04-29,54.2599983215332
2021-04-30,53.97999954223633
2021-05-03,54.47999954223633
2021-05-04,54.13999938964844
2021-05-05,54.0
2021-05-06,54.540000915527344
2021-05-07,54.5099983215332
2021-05-10,54.90999984741211
2021-05-11,54.31999969482422
2021-05-12,54.040000915527344
2021-05-13,54.5099983215332
2021-05-14,54.72999954223633
2021-05-17,54.63999938964844
2021-05-18,54.34000015258789
2021-05-19,54.16999816894531
2021-05-20,54.650001525878906
2021-05-21,54.619998931884766
2021-05-24,54.79999923706055
2021-05-25,54.790000915527344
2021-05-26,55.029998779296875
2021-05-27,55.4900016784668
2021-05-28,55.290000915527344
2021-06-01,55.279998779296875
2021-06-02,55.5
2021-06-03,55.63999938964844
2021-06-04,56.2400016784668
2021-06-07,56.040000915527344
2021-06-08,55.650001525878906
2021-06-09,55.47999954223633
2021-06-10,55.90999984741211
2021-06-11,56.15999984741211
2021-06-14,55.54999923706055
2021-06-15,55.40999984741211
2021-06-16,54.66999816894531
2021-06-17,54.95000076293945
2021-06-18,53.77000045776367
2021-06-21,54.36000061035156
2021-06-22,54.560001373291016
2021-06-23,54.119998931884766
2021-06-24,54.38999938964844
2021-06-25,54.31999969482422
2021-06-28,54.2599983215332
2021-06-29,53.86000061035156
2021-06-30,54.11000061035156
2021-07-01,53.959999084472656
2021-07-02,54.18000030517578
2021-07-06,53.880001068115234
2021-07-07,54.31999969482422
2021-07-08,54.130001068115234
2021-07-09,54.459999084472656
2021-07-12,54.47999954223633
2021-07-13,55.02000045776367
2021-07-14,56.2599983215332
2021-07-15,56.439998626708984
2021-07-16,56.400001525878906
2021-07-19,55.72999954223633
2021-07-20,55.83000183105469
2021-07-21,56.54999923706055
2021-07-22,56.470001220703125
2021-07-23,57.0099983215332
2021-07-26,57.060001373291016
2021-07-27,57.2599983215332
2021-07-28,56.7400016784668
2021-07-29,57.04999923706055
2021-07-30,57.029998779296875
2021-08-02,56.880001068115234
2021-08-03,56.91999816894531
2021-08-04,56.099998474121094
2021-08-05,56.5
2021-08-06,56.63999938964844
2021-08-09,56.650001525878906
2021-08-10,56.79999923706055
2021-08-11,56.72999954223633
2021-08-12,56.84000015258789
2021-08-13,57.22999954223633
2021-08-16,57.47999954223633
2021-08-17,57.279998779296875
2021-08-18,56.5
2021-08-19,56.86000061035156
2021-08-20,56.63999938964844
2021-08-23,56.439998626708984
2021-08-24,56.0099983215332
2021-08-25,56.06999969482422
2021-08-26,55.540000915527344
2021-08-27,55.650001525878906
2021-08-30,56.18000030517578
2021-08-31,56.310001373291016
2021-09-01,56.689998626708984
2021-09-02,56.77000045776367
2021-09-03,56.72999954223633
2021-09-07,55.66999816894531
2021-09-08,56.41999816894531
2021-09-09,55.86000061035156
2021-09-10,55.61000061035156
2021-09-13,56.06999969482422
2021-09-14,55.689998626708984
2021-09-15,55.880001068115234
2021-09-16,55.349998474121094
2021-09-17,54.439998626708984
2021-09-20,54.060001373291016
2021-09-21,54.04999923706055
2021-09-22,54.130001068115234
2021-09-23,54.040000915527344
2021-09-24,53.88999938964844
2021-09-27,53.61000061035156
2021-09-28,52.63999938964844
2021-09-29,52.959999084472656
2021-09-30,52.470001220703125
2021-10-01,53.02000045776367
2021-10-04,52.9900016784668
2021-10-05,53.08000183105469
2021-10-06,53.709999084472656
2021-10-07,53.880001068115234
2021-10-08,54.119998931884766
2021-10-11,54.22999954223633
2021-10-12,54.22999954223633
2021-10-13,54.2400016784668
2021-10-14,54.61000061035156
2021-10-15,54.47999954223633
2021-10-18,53.939998626708984
2021-10-19,54.150001525878906
2021-10-20,54.630001068115234
2021-10-21,54.349998474121094
2021-10-22,54.45000076293945
2021-10-25,54.22999954223633
2021-10-26,54.470001220703125
2021-10-27,55.52000045776367
2021-10-28,56.040000915527344
2021-10-29,56.369998931884766
2021-11-01,56.16999816894531
2021-11-02,56.099998474121094
2021-11-03,56.290000915527344
2021-11-04,56.599998474121094
2021-11-05,56.84000015258789
2021-11-08,56.33000183105469
2021-11-09,56.4900016784668
2021-11-10,56.720001220703125
2021-11-11,56.7400016784668
2021-11-12,56.61000061035156
2021-11-15,56.619998931884766
2021-11-16,56.220001220703125
2021-11-17,55.90999984741211
2021-11-18,55.40999984741211
2021-11-19,55.130001068115234
2021-11-22,55.470001220703125
2021-11-23,55.880001068115234
2021-11-24,55.43000030517578
2021-11-26,53.72999954223633
2021-11-29,54.58000183105469
2021-11-30,52.45000076293945
2021-12-01,52.29999923706055
2021-12-02,53.06999969482422
2021-12-03,53.540000915527344
2021-12-06,54.90999984741211
2021-12-07,55.209999084472656
2021-12-08,55.0
2021-12-09,54.86000061035156
2021-12-10,56.279998779296875
2021-12-13,57.7599983215332
2021-12-14,57.79999923706055
2021-12-15,58.060001373291016
2021-12-16,58.650001525878906
2021-12-17,57.72999954223633
2021-12-20,57.540000915527344
2021-12-21,57.77000045776367
2021-12-22,58.18000030517578
2021-12-23,58.220001220703125
2021-12-27,58.650001525878906
2021-12-28,58.880001068115234
2021-12-29,58.95000076293945
2021-12-30,58.779998779296875
2021-12-31,59.209999084472656
2022-01-03,59.29999923706055
2022-01-04,60.290000915527344
2022-01-05,60.790000915527344
2022-01-06,60.470001220703125
2022-01-07,60.33000183105469
2022-01-10,60.43000030517578
2022-01-11,60.45000076293945
2022-01-12,60.540000915527344
2022-01-13,60.900001525878906
2022-01-14,61.38999938964844
2022-01-18,60.900001525878906
2022-01-19,61.0
2022-01-20,60.75
2022-01-21,60.45000076293945
2022-01-24,59.959999084472656
2022-01-25,59.81999969482422
2022-01-26,59.599998474121094
2022-01-27,59.650001525878906
2022-01-28,60.84000015258789
2022-01-31,61.0099983215332
2022-02-01,60.560001373291016
2022-02-02,61.18000030517578
2022-02-03,61.61000061035156
2022-02-04,60.959999084472656
2022-02-07,61.599998474121094
2022-02-08,62.0
2022-02-09,61.040000915527344
2022-02-10,61.380001068115234
2022-02-11,60.290000915527344
2022-02-14,60.68000030517578
2022-02-15,60.90999984741211
2022-02-16,60.900001525878906
2022-02-17,62.119998931884766
2022-02-18,62.540000915527344
2022-02-22,62.279998779296875
2022-02-23,61.59000015258789
2022-02-24,60.5099983215332
2022-02-25,62.849998474121094
2022-02-28,62.2400016784668
2022-03-01,61.970001220703125
2022-03-02,62.43000030517578
2022-03-03,62.470001220703125
2022-03-04,62.56999969482422
2022-03-07,61.08000183105469
2022-03-08,58.65999984741211
2022-03-09,58.959999084472656
2022-03-10,57.880001068115234
2022-03-11,57.91999816894531
2022-03-14,58.540000915527344
2022-03-15,59.619998931884766
2022-03-16,59.459999084472656
2022-03-17,60.09000015258789
2022-03-18,60.099998474121094
2022-03-21,60.58000183105469
2022-03-22,60.79999923706055
2022-03-23,60.400001525878906
2022-03-24,60.97999954223633
2022-03-25,61.529998779296875
2022-03-28,61.91999816894531
2022-03-29,62.15999984741211
2022-03-30,62.209999084472656
2022-03-31,62.0
2022-04-01,62.869998931884766
2022-04-04,62.540000915527344
2022-04-05,62.470001220703125
2022-04-06,63.099998474121094
2022-04-07,63.439998626708984
2022-04-08,63.83000183105469
2022-04-11,63.810001373291016
2022-04-12,64.55999755859375
2022-04-13,64.7300033569336
2022-04-14,65.0199966430664
2022-04-18,64.44000244140625
2022-04-19,65.06999969482422
2022-04-20,65.95999908447266
2022-04-21,66.20999908447266
2022-04-22,65.25
2022-04-25,65.94000244140625
2022-04-26,65.05000305175781
2022-04-27,65.55999755859375
2022-04-28,66.19000244140625
2022-04-29,64.61000061035156
2022-05-02,63.439998626708984
2022-05-03,63.08000183105469
2022-05-04,65.02999877929688
2022-05-05,64.51000213623047
2022-05-06,64.73999786376953
2022-05-09,64.61000061035156
2022-05-10,64.01000213623047
2022-05-11,64.30999755859375
2022-05-12,64.51000213623047
2022-05-13,65.72000122070312
2022-05-16,65.95999908447266
2022-05-17,65.77999877929688
2022-05-18,61.20000076293945
2022-05-19,60.0
2022-05-20,60.97999954223633
2022-05-23,62.86000061035156
2022-05-24,64.0199966430664
2022-05-25,64.06999969482422
2022-05-26,64.30000305175781
2022-05-27,64.68000030517578
2022-05-31,63.380001068115234
2022-06-01,63.06999969482422
2022-06-02,63.72999954223633
2022-06-03,62.970001220703125
2022-06-06,62.869998931884766
2022-06-07,63.25
2022-06-08,62.88999938964844
2022-06-09,61.79999923706055
2022-06-10,61.40999984741211
2022-06-13,61.34000015258789
2022-06-14,59.22999954223633
2022-06-15,59.66999816894531
2022-06-16,59.06999969482422
2022-06-17,59.43000030517578
2022-06-21,60.70000076293945
2022-06-22,61.150001525878906
2022-06-23,61.880001068115234
2022-06-24,63.040000915527344
2022-06-27,62.90999984741211
2022-06-28,62.279998779296875
2022-06-29,62.72999954223633
2022-06-30,62.90999984741211
2022-07-01,64.37999725341797
2022-07-05,63.279998779296875
2022-07-06,63.40999984741211
2022-07-07,62.90999984741211
2022-07-08,63.13999938964844
2022-07-11,62.939998626708984
2022-07-12,62.66999816894531
2022-07-13,62.380001068115234
2022-07-14,62.18000030517578
2022-07-15,62.5
2022-07-18,61.650001525878906
2022-07-19,62.529998779296875
2022-07-20,61.5
2022-07-21,61.36000061035156
2022-07-22,61.59000015258789
2022-07-25,62.189998626708984
2022-07-26,63.209999084472656
2022-07-27,63.0099983215332
2022-07-28,64.05999755859375
2022-07-29,64.16999816894531
2022-08-01,64.5199966430664
2022-08-02,63.63999938964844
2022-08-03,63.91999816894531
2022-08-04,63.66999816894531
2022-08-05,63.380001068115234
2022-08-08,62.970001220703125
2022-08-09,63.04999923706055
2022-08-10,63.650001525878906
2022-08-11,63.220001220703125
2022-08-12,63.70000076293945
2022-08-15,64.5
2022-08-16,65.02999877929688
2022-08-17,64.87999725341797
2022-08-18,65.22000122070312
2022-08-19,65.16999816894531
2022-08-22,64.19999694824219
2022-08-23,64.2699966430664
2022-08-24,64.36000061035156
2022-08-25,64.66999816894531
2022-08-26,63.11000061035156
2022-08-29,62.72999954223633
2022-08-30,62.150001525878906
2022-08-31,61.709999084472656
2022-09-01,62.0
2022-09-02,61.150001525878906
2022-09-06,61.18000030517578
2022-09-07,62.310001373291016
2022-09-08,62.119998931884766
2022-09-09,62.31999969482422
2022-09-12,62.5
2022-09-13,60.470001220703125
2022-09-14,60.790000915527344
2022-09-15,59.529998779296875
2022-09-16,59.540000915527344
2022-09-19,59.9900016784668
2022-09-20,59.900001525878906
2022-09-21,59.400001525878906
2022-09-22,59.2599983215332
2022-09-23,58.599998474121094
2022-09-26,57.869998931884766
2022-09-27,56.380001068115234
2022-09-28,56.97999954223633
2022-09-29,56.56999969482422
2022-09-30,56.02000045776367
2022-10-03,56.650001525878906
2022-10-04,56.779998779296875
2022-10-05,56.2400016784668
2022-10-06,55.029998779296875
2022-10-07,54.5099983215332
2022-10-10,54.38999938964844
2022-10-11,54.47999954223633
2022-10-12,55.13999938964844
2022-10-13,55.869998931884766
2022-10-14,54.97999954223633
2022-10-17,55.689998626708984
2022-10-18,56.439998626708984
2022-10-19,55.959999084472656
2022-10-20,55.08000183105469
2022-10-21,55.959999084472656
2022-10-24,57.56999969482422
2022-10-25,58.95000076293945
2022-10-26,59.38999938964844
2022-10-27,59.529998779296875
2022-10-28,60.7599983215332
2022-10-31,59.849998474121094
2022-11-01,59.63999938964844
2022-11-02,58.810001373291016
2022-11-03,58.779998779296875
2022-11-04,59.2599983215332
2022-11-07,59.4900016784668
2022-11-08,59.599998474121094
2022-11-09,58.77000045776367
2022-11-10,60.880001068115234
2022-11-11,61.31999969482422
2022-11-14,60.72999954223633
2022-11-15,60.630001068115234
2022-11-16,60.52000045776367
2022-11-17,60.709999084472656
2022-11-18,61.13999938964844
2022-11-21,62.08000183105469
2022-11-22,62.349998474121094
2022-11-23,62.630001068115234
2022-11-25,62.689998626708984
2022-11-28,62.70000076293945
2022-11-29,62.47999954223633
2022-11-30,63.61000061035156
2022-12-01,63.790000915527344
2022-12-02,64.3499984741211
2022-12-05,63.470001220703125
2022-12-06,63.439998626708984
2022-12-07,63.540000915527344
2022-12-08,63.810001373291016
2022-12-09,63.13999938964844
2022-12-12,63.970001220703125
2022-12-13,63.9900016784668
2022-12-14,63.9900016784668
2022-12-15,63.11000061035156
2022-12-16,62.75
2022-12-19,62.84000015258789
2022-12-20,62.790000915527344
2022-12-21,63.79999923706055
2022-12-22,63.34000015258789
2022-12-23,63.81999969482422
2022-12-27,64.20999908447266
2022-12-28,63.56999969482422
2022-12-29,63.95000076293945
2022-12-30,63.61000061035156
2023-01-03,62.95000076293945
2023-01-04,62.91999816894531
2023-01-05,62.20000076293945
2023-01-06,63.400001525878906
2023-01-09,62.61000061035156
2023-01-10,62.130001068115234
2023-01-11,62.0099983215332
2023-01-12,61.209999084472656
2023-01-13,61.43000030517578
2023-01-17,61.68000030517578
2023-01-18,59.810001373291016
2023-01-19,59.720001220703125
2023-01-20,60.08000183105469
2023-01-23,60.22999954223633
2023-01-24,60.54999923706055
2023-01-25,60.93000030517578
2023-01-26,60.810001373291016
2023-01-27,60.4900016784668
2023-01-30,60.63999938964844
2023-01-31,61.31999969482422
2023-02-01,61.33000183105469
2023-02-02,60.279998779296875
2023-02-03,59.83000183105469
2023-02-06,60.16999816894531
2023-02-07,60.06999969482422
2023-02-08,59.720001220703125
2023-02-09,59.619998931884766
2023-02-10,59.619998931884766
2023-02-13,60.599998474121094
2023-02-14,59.59000015258789
2023-02-15,59.59000015258789
2023-02-16,59.220001220703125
2023-02-17,60.119998931884766
2023-02-21,59.79999923706055
2023-02-22,59.97999954223633
2023-02-23,60.09000015258789
2023-02-24,59.84000015258789
2023-02-27,59.81999969482422
2023-02-28,59.5099983215332
2023-03-01,58.86000061035156
2023-03-02,59.720001220703125
2023-03-03,59.439998626708984
2023-03-06,60.36000061035156
2023-03-07,60.0099983215332
2023-03-08,60.040000915527344
2023-03-09,59.459999084472656
2023-03-10,59.209999084472656
2023-03-13,59.810001373291016
2023-03-14,60.029998779296875
2023-03-15,60.43000030517578
2023-03-16,60.29999923706055
2023-03-17,60.02000045776367
2023-03-20,60.599998474121094
2023-03-21,60.31999969482422
2023-03-22,60.04999923706055
2023-03-23,59.91999816894531
2023-03-24,60.900001525878906
2023-03-27,61.349998474121094
2023-03-28,61.41999816894531
2023-03-29,61.86000061035156
2023-03-30,61.849998474121094
2023-03-31,62.029998779296875
2023-04-03,62.400001525878906
2023-04-04,62.209999084472656
2023-04-05,62.79999923706055
2023-04-06,62.84000015258789
2023-04-10,62.689998626708984
2023-04-11,62.58000183105469
2023-04-12,62.689998626708984
2023-04-13,63.150001525878906
2023-04-14,63.04999923706055
2023-04-17,63.459999084472656
2023-04-18,63.560001373291016
2023-04-19,63.68000030517578
2023-04-20,63.959999084472656
2023-04-21,64.05000305175781
2023-04-24,63.95000076293945
2023-04-25,63.849998474121094
2023-04-26,63.54999923706055
2023-04-27,63.68000030517578
2023-04-28,64.1500015258789
2023-05-01,64.30000305175781
2023-05-02,64.01000213623047
2023-05-03,63.650001525878906
2023-05-04,63.720001220703125
2023-05-05,64.0199966430664
2023-05-08,63.91999816894531
2023-05-09,63.38999938964844
2023-05-10,63.5
2023-05-11,63.86000061035156
2023-05-12,64.11000061035156
2023-05-15,63.939998626708984
2023-05-16,63.220001220703125
2023-05-17,63.150001525878906
2023-05-18,62.79999923706055
2023-05-19,62.83000183105469
2023-05-22,61.5099983215332
2023-05-23,61.400001525878906
2023-05-24,60.880001068115234
2023-05-25,60.40999984741211
2023-05-26,60.2599983215332
2023-05-30,59.779998779296875
2023-05-31,59.65999984741211
2023-06-01,60.0
2023-06-02,61.15999984741211
2023-06-05,60.75
2023-06-06,60.310001373291016
2023-06-07,60.220001220703125
2023-06-08,60.369998931884766
2023-06-09,60.470001220703125
2023-06-12,60.209999084472656
2023-06-13,60.45000076293945
2023-06-14,60.86000061035156
2023-06-15,61.22999954223633
2023-06-16,61.66999816894531
2023-06-20,61.2599983215332
2023-06-21,61.43000030517578
2023-06-22,61.849998474121094
2023-06-23,61.20000076293945
2023-06-26,61.220001220703125
2023-06-27,61.09000015258789
2023-06-28,60.52000045776367
2023-06-29,60.02000045776367
2023-06-30,60.220001220703125
2023-07-03,60.58000183105469
2023-07-05,61.029998779296875
2023-07-06,60.560001373291016
2023-07-07,59.7599983215332
2023-07-10,59.310001373291016
2023-07-11,59.52000045776367
2023-07-12,59.84000015258789
2023-07-13,60.349998474121094
2023-07-14,60.900001525878906
2023-07-17,60.810001373291016
2023-07-18,60.56999969482422
2023-07-19,61.63999938964844
2023-07-20,62.38999938964844
2023-07-21,62.439998626708984
2023-07-24,62.459999084472656
2023-07-25,62.25
2023-07-26,63.04999923706055
2023-07-27,62.439998626708984
2023-07-28,62.47999954223633
2023-07-31,61.93000030517578
2023-08-01,61.77000045776367
2023-08-02,61.959999084472656
2023-08-03,61.63999938964844
2023-08-04,60.709999084472656
2023-08-07,61.189998626708984
2023-08-08,60.91999816894531
2023-08-09,61.060001373291016
2023-08-10,60.91999816894531
2023-08-11,61.16999816894531
2023-08-14,60.880001068115234
2023-08-15,60.470001220703125
2023-08-16,60.47999954223633
2023-08-17,60.61000061035156
2023-08-18,60.95000076293945
2023-08-21,60.43000030517578
2023-08-22,60.060001373291016
2023-08-23,60.27000045776367
2023-08-24,60.11000061035156
2023-08-25,60.38999938964844
2023-08-28,60.560001373291016
2023-08-29,60.5
2023-08-30,60.470001220703125
2023-08-31,59.83000183105469
2023-09-01,59.310001373291016
2023-09-05,58.81999969482422
2023-09-06,58.779998779296875
2023-09-07,58.33000183105469
2023-09-08,58.33000183105469
2023-09-11,58.880001068115234
2023-09-12,58.29999923706055
2023-09-13,58.439998626708984
2023-09-14,58.459999084472656
2023-09-15,57.939998626708984
2023-09-18,58.29999923706055
2023-09-19,58.18000030517578
2023-09-20,58.439998626708984
2023-09-21,57.540000915527344
2023-09-22,57.599998474121094
2023-09-25,57.0
2023-09-26,56.529998779296875
2023-09-27,55.95000076293945
2023-09-28,55.810001373291016
2023-09-29,55.97999954223633
2023-10-02,55.47999954223633
2023-10-03,54.880001068115234
2023-10-04,55.040000915527344
2023-10-05,52.380001068115234
2023-10-06,53.13999938964844
2023-10-09,52.880001068115234
2023-10-10,54.029998779296875
2023-10-11,53.709999084472656
2023-10-12,52.810001373291016
2023-10-13,52.88999938964844
2023-10-16,53.43000030517578
2023-10-17,54.06999969482422
2023-10-18,54.04999923706055
2023-10-19,54.349998474121094
2023-10-20,54.56999969482422
2023-10-23,54.08000183105469
2023-10-24,55.63999938964844
2023-10-25,56.119998931884766
2023-10-26,55.779998779296875
2023-10-27,55.2400016784668
2023-10-30,56.150001525878906
2023-10-31,56.4900016784668
2023-11-01,56.439998626708984
2023-11-02,57.09000015258789
2023-11-03,56.7400016784668
2023-11-06,56.970001220703125
2023-11-07,57.18000030517578
2023-11-08,57.09000015258789
2023-11-09,56.65999984741211
2023-11-10,56.720001220703125
2023-11-13,56.93000030517578
2023-11-14,57.099998474121094
2023-11-15,57.209999084472656
2023-11-16,57.150001525878906
2023-11-17,57.2599983215332
2023-11-20,57.400001525878906
2023-11-21,58.029998779296875
2023-11-22,58.41999816894531
2023-11-24,58.56999969482422
2023-11-27,58.459999084472656
2023-11-28,58.58000183105469
2023-11-29,58.22999954223633
2023-11-30,58.439998626708984
2023-12-01,58.63999938964844
2023-12-04,58.56999969482422
2023-12-05,58.65999984741211
2023-12-06,58.599998474121094
2023-12-07,58.7400016784668
2023-12-08,58.61000061035156
2023-12-11,59.040000915527344
2023-12-12,59.41999816894531
2023-12-13,59.93000030517578
2023-12-14,59.040000915527344
2023-12-15,58.599998474121094
2023-12-18,59.02000045776367
2023-12-19,58.83000183105469
2023-12-20,57.61000061035156
2023-12-21,57.9900016784668
2023-12-22,58.31999969482422
2023-12-26,58.560001373291016
2023-12-27,58.709999084472656
2023-12-28,58.75
2023-12-29,58.93000030517578
2024-01-02,59.81999969482422
2024-01-03,59.959999084472656
2024-01-04,59.7599983215332
2024-01-05,59.66999816894531
2024-01-08,60.11000061035156
2024-01-09,60.0
2024-01-10,60.20000076293945
2024-01-11,59.810001373291016
2024-01-12,60.38999938964844
2024-01-16,59.9900016784668
2024-01-17,59.9900016784668
2024-01-18,60.15999984741211
2024-01-19,59.83000183105469
2024-01-22,59.56999969482422
2024-01-23,59.849998474121094
2024-01-24,58.90999984741211
2024-01-25,59.15999984741211
2024-01-26,59.369998931884766
2024-01-29,59.72999954223633
2024-01-30,59.900001525878906
2024-01-31,59.4900016784668
2024-02-01,60.97999954223633
2024-02-02,60.540000915527344
2024-02-05,60.040000915527344
2024-02-06,59.939998626708984
2024-02-07,59.9900016784668
2024-02-08,59.83000183105469
2024-02-09,59.560001373291016
2024-02-12,59.70000076293945
2024-02-13,59.349998474121094
2024-02-14,59.290000915527344
2024-02-15,59.400001525878906
2024-02-16,59.38999938964844
2024-02-20,60.70000076293945
2024-02-21,61.2400016784668
2024-02-22,61.150001525878906
2024-02-23,61.20000076293945
2024-02-26,60.709999084472656
2024-02-27,60.34000015258789
2024-02-28,60.400001525878906
2024-02-29,60.02000045776367
2024-03-01,59.529998779296875
2024-03-04,59.810001373291016
2024-03-05,59.52000045776367
2024-03-06,59.54999923706055
2024-03-07,59.439998626708984
2024-03-08,59.52000045776367
2024-03-11,60.2400016784668
2024-03-12,60.5
2024-03-13,61.119998931884766
2024-03-14,60.5
2024-03-15,59.880001068115234
2024-03-18,60.130001068115234
2024-03-19,60.22999954223633
2024-03-20,60.75
2024-03-21,60.470001220703125
2024-03-22,60.4900016784668
2024-03-25,60.400001525878906
2024-03-26,60.540000915527344
2024-03-27,61.029998779296875
