date,close
2021-12-31,182.8699951171875
2022-01-03,186.2100067138672
2022-01-04,187.22999572753906
2022-01-05,186.5
2022-01-06,185.9499969482422
2022-01-07,180.41000366210938
2022-01-10,179.67999267578125
2022-01-11,185.39999389648438
2022-01-12,186.4199981689453
2022-01-13,183.88999938964844
2022-01-14,188.69000244140625
2022-01-18,178.86000061035156
2022-01-19,172.47000122070312
2022-01-20,166.5
2022-01-21,164.92999267578125
2022-01-24,170.07000732421875
2022-01-25,165.4499969482422
2022-01-26,167.0
2022-01-27,161.1999969482422
2022-01-28,166.80999755859375
2022-01-31,175.75999450683594
2022-02-01,177.1300048828125
2022-02-02,188.1999969482422
2022-02-03,179.10000610351562
2022-02-04,179.47000122070312
2022-02-07,175.08999633789062
2022-02-08,178.58999633789062
2022-02-09,183.9499969482422
2022-02-10,174.07000732421875
2022-02-11,164.63999938964844
2022-02-14,165.1300048828125
2022-02-15,173.0
2022-02-16,172.60000610351562
2022-02-17,166.8000030517578
2022-02-18,167.63999938964844
2022-02-22,165.88999938964844
2022-02-23,161.6199951171875
2022-02-24,167.97999572753906
2022-02-25,170.92999267578125
2022-02-28,171.99000549316406
2022-03-01,163.69000244140625
2022-03-02,169.25
2022-03-03,165.35000610351562
2022-03-04,162.25999450683594
2022-03-07,150.10000610351562
2022-03-08,150.75999450683594
2022-03-09,157.11000061035156
2022-03-10,154.7100067138672
2022-03-11,152.33999633789062
2022-03-14,141.2899932861328
2022-03-15,144.2100067138672
2022-03-16,150.4499969482422
2022-03-17,152.8300018310547
2022-03-18,153.99000549316406
2022-03-21,155.58999633789062
2022-03-22,157.61000061035156
2022-03-23,152.8699951171875
2022-03-24,158.4600067138672
2022-03-25,157.97000122070312
2022-03-28,158.4499969482422
2022-03-29,161.07000732421875
2022-03-30,152.72999572753906
2022-03-31,152.82000732421875
2022-04-01,146.99000549316406
2022-04-04,153.80999755859375
2022-04-05,145.4600067138672
2022-04-06,139.27999877929688
2022-04-07,139.22000122070312
2022-04-08,136.69000244140625
2022-04-11,135.36000061035156
2022-04-12,136.08999633789062
2022-04-13,140.5
2022-04-14,136.91000366210938
2022-04-18,139.32000732421875
2022-04-19,141.0500030517578
2022-04-20,140.33999633789062
2022-04-21,136.11000061035156
2022-04-22,132.80999755859375
2022-04-25,136.55999755859375
2022-04-26,133.5
2022-04-27,135.10000610351562
2022-04-28,148.19000244140625
2022-04-29,139.69000244140625
2022-05-02,145.27000427246094
2022-05-03,144.25999450683594
2022-05-04,149.0500030517578
2022-05-05,141.63999938964844
2022-05-06,140.5800018310547
2022-05-09,134.9199981689453
2022-05-10,136.80999755859375
2022-05-11,132.3000030517578
2022-05-12,131.77000427246094
2022-05-13,134.92999267578125
2022-05-16,133.91000366210938
2022-05-17,139.69000244140625
2022-05-18,130.4499969482422
2022-05-19,130.57000732421875
2022-05-20,131.60000610351562
2022-05-23,132.1199951171875
2022-05-24,128.52999877929688
2022-05-25,131.22999572753906
2022-05-26,134.83999633789062
2022-05-27,139.75999450683594
2022-05-31,143.22000122070312
2022-06-01,140.02000427246094
2022-06-02,146.1999969482422
2022-06-03,141.22000122070312
2022-06-06,140.44000244140625
2022-06-07,141.88999938964844
2022-06-08,138.9600067138672
2022-06-09,136.7100067138672
2022-06-10,133.1999969482422
2022-06-13,128.66000366210938
2022-06-14,130.25999450683594
2022-06-15,131.02999877929688
2022-06-16,120.81999969482422
2022-06-17,120.98999786376953
2022-06-21,124.38999938964844
2022-06-22,122.16000366210938
2022-06-23,120.08999633789062
2022-06-24,125.0999984741211
2022-06-27,127.18000030517578
2022-06-28,131.60000610351562
2022-06-29,130.22999572753906
2022-06-30,127.73999786376953
2022-07-01,123.52999877929688
2022-07-05,125.83000183105469
2022-07-06,127.05999755859375
2022-07-07,134.39999389648438
2022-07-08,136.00999450683594
2022-07-11,132.24000549316406
2022-07-12,132.9499969482422
2022-07-13,135.63999938964844
2022-07-14,141.89999389648438
2022-07-15,144.3699951171875
2022-07-18,141.69000244140625
2022-07-19,147.3699951171875
2022-07-20,151.7100067138672
2022-07-21,155.86000061035156
2022-07-22,153.6999969482422
2022-07-25,153.25
2022-07-26,149.97000122070312
2022-07-27,153.4199981689453
2022-07-28,146.4499969482422
2022-07-29,145.05999755859375
2022-08-01,147.42999267578125
2022-08-02,147.02999877929688
2022-08-03,149.16000366210938
2022-08-04,151.00999450683594
2022-08-05,150.2100067138672
2022-08-08,147.80999755859375
2022-08-09,142.50999450683594
2022-08-10,146.99000549316406
2022-08-11,147.8300018310547
2022-08-12,151.2899932861328
2022-08-15,152.1300048828125
2022-08-16,150.02999877929688
2022-08-17,148.52999877929688
2022-08-18,151.3800048828125
2022-08-19,147.60000610351562
2022-08-22,141.61000061035156
2022-08-23,140.72000122070312
2022-08-24,141.30999755859375
2022-08-25,146.25
2022-08-26,138.3800048828125
2022-08-29,137.0800018310547
2022-08-30,134.41000366210938
2022-08-31,132.27000427246094
2022-09-01,129.9199981689453
2022-09-02,128.47999572753906
2022-09-06,126.66999816894531
2022-09-07,128.60000610351562
2022-09-08,128.85000610351562
2022-09-09,132.0500030517578
2022-09-12,133.0
2022-09-13,124.93000030517578
2022-09-14,127.52999877929688
2022-09-15,124.9800033569336
2022-09-16,124.94999694824219
2022-09-19,126.6500015258789
2022-09-20,124.7699966430664
2022-09-21,124.62000274658203
2022-09-22,123.68000030517578
2022-09-23,121.19000244140625
2022-09-26,119.73999786376953
2022-09-27,120.33999633789062
2022-09-28,118.93000030517578
2022-09-29,114.83999633789062
2022-09-30,112.9800033569336
2022-10-03,117.22000122070312
2022-10-04,122.37000274658203
2022-10-05,124.88999938964844
2022-10-06,125.27999877929688
2022-10-07,120.91000366210938
2022-10-10,114.5999984741211
2022-10-11,110.02999877929688
2022-10-12,108.63999938964844
2022-10-13,112.86000061035156
2022-10-14,109.94999694824219
2022-10-17,111.58999633789062
2022-10-18,111.20999908447266
2022-10-19,112.8499984741211
2022-10-20,111.9800033569336
2022-10-21,115.73999786376953
2022-10-24,116.37999725341797
2022-10-25,119.16999816894531
2022-10-26,118.11000061035156
2022-10-27,114.69999694824219
2022-10-28,119.20999908447266
2022-10-31,117.66000366210938
2022-11-01,117.33000183105469
2022-11-02,112.5
2022-11-03,103.87999725341797
2022-11-04,106.69000244140625
2022-11-07,110.08999633789062
2022-11-08,112.54000091552734
2022-11-09,110.43000030517578
2022-11-10,120.68000030517578
2022-11-11,121.43000030517578
2022-11-14,120.80000305175781
2022-11-15,126.0199966430664
2022-11-16,120.7300033569336
2022-11-17,122.86000061035156
2022-11-18,123.8499984741211
2022-11-21,120.19999694824219
2022-11-22,123.6500015258789
2022-11-23,125.1500015258789
2022-11-25,123.44999694824219
2022-11-28,119.54000091552734
2022-11-29,118.37999725341797
2022-11-30,126.48999786376953
2022-12-01,126.80999755859375
2022-12-02,125.66000366210938
2022-12-05,123.30000305175781
2022-12-06,119.77999877929688
2022-12-07,118.20999908447266
2022-12-08,121.75
2022-12-09,119.05000305175781
2022-12-12,121.20999908447266
2022-12-13,123.48999786376953
2022-12-14,121.70999908447266
2022-12-15,116.63999938964844
2022-12-16,114.52999877929688
2022-12-19,112.61000061035156
2022-12-20,112.0999984741211
2022-12-21,114.58999633789062
2022-12-22,110.68000030517578
2022-12-23,110.83999633789062
2022-12-27,109.45999908447266
2022-12-28,106.97000122070312
2022-12-29,109.83999633789062
2022-12-30,109.94000244140625
2023-01-03,107.19999694824219
2023-01-04,111.52999877929688
2023-01-05,109.4000015258789
2023-01-06,115.33999633789062
2023-01-09,114.61000061035156
2023-01-10,116.91000366210938
2023-01-11,118.38999938964844
2023-01-12,121.58999633789062
2023-01-13,120.23999786376953
2023-01-17,120.27999877929688
2023-01-18,122.04000091552734
2023-01-19,117.58000183105469
2023-01-20,122.9000015258789
2023-01-23,131.02999877929688
2023-01-24,130.6999969482422
2023-01-25,131.1699981689453
2023-01-26,133.9600067138672
2023-01-27,133.39999389648438
2023-01-30,131.6300048828125
2023-01-31,133.2100067138672
2023-02-01,138.4600067138672
2023-02-02,135.85000610351562
2023-02-03,135.02000427246094
2023-02-06,132.92999267578125
2023-02-07,136.6300048828125
2023-02-08,132.1699981689453
2023-02-09,130.52999877929688
2023-02-10,128.99000549316406
2023-02-13,130.83999633789062
2023-02-14,132.33999633789062
2023-02-15,133.07000732421875
2023-02-16,130.16000366210938
2023-02-17,127.72000122070312
2023-02-21,123.69999694824219
2023-02-22,123.94999694824219
2023-02-23,126.19999694824219
2023-02-24,124.33999633789062
2023-02-27,123.41999816894531
2023-02-28,123.52999877929688
2023-03-01,123.68000030517578
2023-03-02,123.77999877929688
2023-03-03,123.5999984741211
2023-03-06,122.41000366210938
2023-03-07,119.19000244140625
2023-03-08,121.19999694824219
2023-03-09,117.22000122070312
2023-03-10,115.19000244140625
2023-03-13,114.43000030517578
2023-03-14,116.55000305175781
2023-03-15,115.48999786376953
2023-03-16,120.51000213623047
2023-03-17,120.7300033569336
2023-03-20,121.81999969482422
2023-03-21,123.80000305175781
2023-03-22,121.97000122070312
2023-03-23,124.1500015258789
2023-03-24,124.76000213623047
2023-03-27,123.5999984741211
2023-03-28,121.33999633789062
2023-03-29,125.08999633789062
2023-03-30,127.4000015258789
2023-03-31,127.58000183105469
2023-04-03,124.73999786376953
2023-04-04,122.30000305175781
2023-04-05,123.04000091552734
2023-04-06,123.0
2023-04-10,124.29000091552734
2023-04-11,123.56999969482422
2023-04-12,120.2699966430664
2023-04-13,121.12999725341797
2023-04-14,120.16000366210938
2023-04-17,119.37999725341797
2023-04-18,118.36000061035156
2023-04-19,118.54000091552734
2023-04-20,118.63999938964844
2023-04-21,117.76000213623047
2023-04-24,117.3499984741211
2023-04-25,114.05000305175781
2023-04-26,114.16000366210938
2023-04-27,113.91999816894531
2023-04-28,116.80000305175781
2023-05-01,115.83999633789062
2023-05-02,116.11000061035156
2023-05-03,112.83000183105469
2023-05-04,106.58000183105469
2023-05-05,108.77999877929688
2023-05-08,108.30999755859375
2023-05-09,105.7699966430664
2023-05-10,106.45999908447266
2023-05-11,104.05999755859375
2023-05-12,103.62000274658203
2023-05-15,106.27999877929688
2023-05-16,103.79000091552734
2023-05-17,104.80999755859375
2023-05-18,106.95999908447266
2023-05-19,105.86000061035156
2023-05-22,105.27999877929688
2023-05-23,103.55999755859375
2023-05-24,103.0199966430664
2023-05-25,104.0199966430664
2023-05-26,110.3499984741211
2023-05-30,116.0
2023-05-31,113.41000366210938
2023-06-01,115.83000183105469
2023-06-02,115.62000274658203
2023-06-05,112.7300033569336
2023-06-06,116.36000061035156
2023-06-07,115.18000030517578
2023-06-08,116.3499984741211
2023-06-09,119.11000061035156
2023-06-12,122.13999938964844
2023-06-13,124.43000030517578
2023-06-14,123.4000015258789
2023-06-15,123.61000061035156
2023-06-16,122.68000030517578
2023-06-20,119.81999969482422
2023-06-21,115.76000213623047
2023-06-22,116.4000015258789
2023-06-23,113.43000030517578
2023-06-26,116.62999725341797
2023-06-27,119.79000091552734
2023-06-28,117.54000091552734
2023-06-29,118.05999755859375
2023-06-30,119.04000091552734
2023-07-03,120.08999633789062
2023-07-05,117.12999725341797
2023-07-06,115.22000122070312
2023-07-07,115.94000244140625
2023-07-10,117.12000274658203
2023-07-11,116.87000274658203
2023-07-12,118.68000030517578
2023-07-13,123.12000274658203
2023-07-14,122.55999755859375
2023-07-17,123.4000015258789
2023-07-18,122.86000061035156
2023-07-19,124.41999816894531
2023-07-20,120.72000122070312
2023-07-21,124.72000122070312
2023-07-24,124.0999984741211
2023-07-25,125.06999969482422
2023-07-26,124.0199966430664
2023-07-27,125.8499984741211
2023-07-28,129.47999572753906
2023-07-31,132.1699981689453
2023-08-01,132.0800018310547
2023-08-02,129.27000427246094
2023-08-03,118.69999694824219
2023-08-04,121.5
2023-08-07,119.33999633789062
2023-08-08,117.66000366210938
2023-08-09,116.56999969482422
2023-08-10,115.61000061035156
2023-08-11,114.61000061035156
2023-08-14,114.0199966430664
2023-08-15,111.68000030517578
2023-08-16,110.1500015258789
2023-08-17,110.08000183105469
2023-08-18,110.0999984741211
2023-08-21,110.68000030517578
2023-08-22,109.47000122070312
2023-08-23,111.16999816894531
2023-08-24,108.51000213623047
2023-08-25,110.31999969482422
2023-08-28,111.68000030517578
2023-08-29,113.77999877929688
2023-08-30,113.2699966430664
2023-08-31,114.52999877929688
2023-09-01,115.38999938964844
2023-09-05,116.55000305175781
2023-09-06,114.68000030517578
2023-09-07,106.4000015258789
2023-09-08,106.13999938964844
2023-09-11,110.27999877929688
2023-09-12,111.2300033569336
2023-09-13,112.63999938964844
2023-09-14,114.04000091552734
2023-09-15,113.13999938964844
2023-09-18,112.75
2023-09-19,110.72000122070312
2023-09-20,109.22000122070312
2023-09-21,107.95999908447266
2023-09-22,107.68000030517578
2023-09-25,110.43000030517578
2023-09-26,109.72000122070312
2023-09-27,109.19000244140625
2023-09-28,111.0999984741211
2023-09-29,111.05999755859375
2023-10-02,111.0999984741211
2023-10-03,110.19000244140625
2023-10-04,109.8499984741211
2023-10-05,109.80000305175781
2023-10-06,110.87999725341797
2023-10-09,111.80000305175781
2023-10-10,112.30999755859375
2023-10-11,111.12000274658203
2023-10-12,111.45999908447266
2023-10-13,108.66000366210938
2023-10-16,110.51000213623047
2023-10-17,112.19999694824219
2023-10-18,110.9800033569336
2023-10-19,111.27999877929688
2023-10-20,108.62999725341797
2023-10-23,108.66000366210938
2023-10-24,109.38999938964844
2023-10-25,104.77999877929688
2023-10-26,105.62000274658203
2023-10-27,106.45999908447266
2023-10-30,107.83000183105469
2023-10-31,108.98999786376953
2023-11-01,110.88999938964844
2023-11-02,117.36000061035156
2023-11-03,119.5199966430664
2023-11-06,119.93000030517578
2023-11-07,120.72000122070312
2023-11-08,120.05999755859375
2023-11-09,120.0999984741211
2023-11-10,124.20999908447266
2023-11-13,123.8499984741211
2023-11-14,127.36000061035156
2023-11-15,128.9199981689453
2023-11-16,128.6999969482422
2023-11-17,129.47000122070312
2023-11-20,129.50999450683594
2023-11-21,127.0199966430664
2023-11-22,127.5
2023-11-24,127.75
2023-11-27,128.1999969482422
2023-11-28,126.58999633789062
2023-11-29,127.91000366210938
2023-11-30,129.0500030517578
2023-12-01,129.6699981689453
2023-12-04,129.9499969482422
2023-12-05,130.75
2023-12-06,129.9600067138672
2023-12-07,132.94000244140625
2023-12-08,132.97000122070312
2023-12-11,136.10000610351562
2023-12-12,136.67999267578125
2023-12-13,138.8000030517578
2023-12-14,141.5
2023-12-15,143.1300048828125
2023-12-18,141.64999389648438
2023-12-19,143.22999572753906
2023-12-20,140.44000244140625
2023-12-21,142.44000244140625
2023-12-22,143.49000549316406
2023-12-26,145.4600067138672
2023-12-27,145.72000122070312
2023-12-28,145.86000061035156
2023-12-29,144.6300048828125
2024-01-02,140.22999572753906
2024-01-03,137.60000610351562
2024-01-04,136.1699981689453
2024-01-05,136.72999572753906
2024-01-08,139.02999877929688
2024-01-09,139.88999938964844
2024-01-10,139.30999755859375
2024-01-11,139.02999877929688
2024-01-12,140.1999969482422
2024-01-16,141.1199951171875
2024-01-17,139.32000732421875
2024-01-18,145.2899932861328
2024-01-19,151.9600067138672
2024-01-22,152.8699951171875
2024-01-23,153.5
2024-01-24,154.3699951171875
2024-01-25,154.47000122070312
2024-01-26,150.72000122070312
2024-01-29,149.63999938964844
2024-01-30,145.97999572753906
2024-01-31,148.50999450683594
2024-02-01,141.11000061035156
2024-02-02,141.69000244140625
2024-02-05,144.02999877929688
2024-02-06,144.10000610351562
2024-02-07,145.88999938964844
2024-02-08,148.17999267578125
2024-02-09,151.0
2024-02-12,153.10000610351562
2024-02-13,150.0399932861328
2024-02-14,153.94000244140625
2024-02-15,155.97999572753906
2024-02-16,152.69000244140625
2024-02-20,151.9600067138672
2024-02-21,152.00999450683594
2024-02-22,154.75
2024-02-23,154.91000366210938
2024-02-26,157.02999877929688
2024-02-27,158.3000030517578
2024-02-28,155.85000610351562
2024-02-29,157.7899932861328
2024-03-01,163.08999633789062
2024-03-04,166.55999755859375
2024-03-05,161.4499969482422
2024-03-06,167.88999938964844
2024-03-07,175.72000122070312
2024-03-08,170.57000732421875
2024-03-11,171.1199951171875
2024-03-12,173.0800018310547
2024-03-13,169.25
2024-03-14,168.4499969482422
2024-03-15,167.1999969482422
2024-03-18,166.9199981689453
2024-03-19,164.10000610351562
2024-03-20,167.6699981689453
2024-03-21,170.85000610351562
2024-03-22,170.10000610351562
2024-03-25,167.52000427246094
2024-03-26,167.07000732421875
2024-03-27,169.1300048828125
2024-03-28,169.3000030517578
2024-04-01,171.72000122070312
2024-04-02,171.0399932861328
2024-04-03,173.91000366210938
