date,close
2022-02-22,368.2900085449219
2022-02-23,361.2300109863281
2022-02-24,369.3800048828125
2022-02-25,369.0899963378906
2022-02-28,360.82000732421875
2022-03-01,344.4800109863281
2022-03-02,344.0899963378906
2022-03-03,340.989990234375
2022-03-04,330.760009765625
2022-03-07,312.9200134277344
2022-03-08,314.3299865722656
2022-03-09,328.1300048828125
2022-03-10,324.5899963378906
2022-03-11,324.7900085449219
2022-03-14,328.5899963378906
2022-03-15,335.0
2022-03-16,344.67999267578125
2022-03-17,346.44000244140625
2022-03-18,350.0899963378906
2022-03-21,345.5799865722656
2022-03-22,349.5299987792969
2022-03-23,342.17999267578125
2022-03-24,349.3500061035156
2022-03-25,349.0199890136719
2022-03-28,350.489990234375
2022-03-29,367.54998779296875
2022-03-30,362.239990234375
2022-03-31,357.3800048828125
2022-04-01,363.9700012207031
2022-04-04,366.9100036621094
2022-04-05,363.32000732421875
2022-04-06,353.54998779296875
2022-04-07,349.54998779296875
2022-04-08,352.2699890136719
2022-04-11,347.3699951171875
2022-04-12,345.79998779296875
2022-04-13,355.1400146484375
2022-04-14,357.82000732421875
2022-04-18,356.79998779296875
2022-04-19,363.8699951171875
2022-04-20,365.2900085449219
2022-04-21,364.44000244140625
2022-04-22,351.17999267578125
2022-04-25,354.6000061035156
2022-04-26,344.1099853515625
2022-04-27,361.57000732421875
2022-04-28,378.8299865722656
2022-04-29,363.3800048828125
2022-05-02,359.0400085449219
2022-05-03,357.7900085449219
2022-05-04,368.5199890136719
2022-05-05,353.3699951171875
2022-05-06,347.1199951171875
2022-05-09,327.989990234375
2022-05-10,325.3299865722656
2022-05-11,325.8699951171875
2022-05-12,321.239990234375
2022-05-13,332.79998779296875
2022-05-16,329.7300109863281
2022-05-17,338.8599853515625
2022-05-18,335.8999938964844
2022-05-19,332.2200012207031
2022-05-20,336.17999267578125
2022-05-23,348.42999267578125
2022-05-24,340.69000244140625
2022-05-25,344.760009765625
2022-05-26,349.8900146484375
2022-05-27,357.7799987792969
2022-05-31,357.8699951171875
2022-06-01,357.05999755859375
2022-06-02,363.0799865722656
2022-06-03,357.82000732421875
2022-06-06,360.1400146484375
2022-06-07,364.0199890136719
2022-06-08,362.3299865722656
2022-06-09,349.0
2022-06-10,334.75
2022-06-13,319.739990234375
2022-06-14,322.1400146484375
2022-06-15,325.3900146484375
2022-06-16,308.7799987792969
2022-06-17,310.69000244140625
2022-06-21,317.3999938964844
2022-06-22,316.1499938964844
2022-06-23,316.760009765625
2022-06-24,330.5
2022-06-27,328.8299865722656
2022-06-28,318.2900085449219
2022-06-29,322.5899963378906
2022-06-30,315.4800109863281
2022-07-01,318.239990234375
2022-07-05,319.260009765625
2022-07-06,320.1700134277344
2022-07-07,324.07000732421875
2022-07-08,323.05999755859375
2022-07-11,324.19000244140625
2022-07-12,322.8599853515625
2022-07-13,323.3699951171875
2022-07-14,325.0299987792969
2022-07-15,332.57000732421875
2022-07-18,331.010009765625
2022-07-19,340.3800048828125
2022-07-20,341.2699890136719
2022-07-21,346.9200134277344
2022-07-22,343.8800048828125
2022-07-25,344.2099914550781
2022-07-26,341.2799987792969
2022-07-27,343.2699890136719
2022-07-28,352.45001220703125
2022-07-29,353.7900085449219
2022-08-01,350.5400085449219
2022-08-02,349.010009765625
2022-08-03,354.1300048828125
2022-08-04,356.07000732421875
2022-08-05,357.510009765625
2022-08-08,352.1600036621094
2022-08-09,346.5400085449219
2022-08-10,353.3800048828125
2022-08-11,350.5799865722656
2022-08-12,354.2699890136719
2022-08-15,359.95001220703125
2022-08-16,359.25
2022-08-17,355.3299865722656
2022-08-18,357.3599853515625
2022-08-19,354.2799987792969
2022-08-22,345.510009765625
2022-08-23,340.8900146484375
2022-08-24,339.7099914550781
2022-08-25,344.6700134277344
2022-08-26,331.9599914550781
2022-08-29,329.3500061035156
2022-08-30,327.80999755859375
2022-08-31,324.3699951171875
2022-09-01,325.25
2022-09-02,322.55999755859375
2022-09-06,324.0799865722656
2022-09-07,328.6199951171875
2022-09-08,330.07000732421875
2022-09-09,335.8500061035156
2022-09-12,338.4200134277344
2022-09-13,325.44000244140625
2022-09-14,325.8500061035156
2022-09-15,316.9599914550781
2022-09-16,315.1300048828125
2022-09-19,314.0299987792969
2022-09-20,313.2699890136719
2022-09-21,304.5
2022-09-22,298.3599853515625
2022-09-23,293.5799865722656
2022-09-26,290.1099853515625
2022-09-27,286.4800109863281
2022-09-28,290.17999267578125
2022-09-29,286.7699890136719
2022-09-30,284.3399963378906
2022-10-03,290.4800109863281
2022-10-04,301.2699890136719
2022-10-05,304.20001220703125
2022-10-06,299.2300109863281
2022-10-07,294.9700012207031
2022-10-10,291.7799987792969
2022-10-11,286.04998779296875
2022-10-12,283.3800048828125
2022-10-13,293.9599914550781
2022-10-14,288.69000244140625
2022-10-17,295.0400085449219
2022-10-18,300.3800048828125
2022-10-19,297.760009765625
2022-10-20,296.2799987792969
2022-10-21,302.3699951171875
2022-10-24,305.6000061035156
2022-10-25,311.4100036621094
2022-10-26,319.510009765625
2022-10-27,319.3699951171875
2022-10-28,329.4700012207031
2022-10-31,328.17999267578125
2022-11-01,333.19000244140625
2022-11-02,319.82000732421875
2022-11-03,309.1700134277344
2022-11-04,318.3699951171875
2022-11-07,325.1300048828125
2022-11-08,325.75
2022-11-09,315.6400146484375
2022-11-10,337.2699890136719
2022-11-11,339.2900085449219
2022-11-14,339.3699951171875
2022-11-15,343.510009765625
2022-11-16,342.760009765625
2022-11-17,341.2699890136719
2022-11-18,343.69000244140625
2022-11-21,338.25
2022-11-22,344.9599914550781
2022-11-23,348.6400146484375
2022-11-25,351.2900085449219
2022-11-28,344.5899963378906
2022-11-29,343.1300048828125
2022-11-30,356.3999938964844
2022-12-01,360.79998779296875
2022-12-02,360.05999755859375
2022-12-05,356.0899963378906
2022-12-06,347.5299987792969
2022-12-07,347.4200134277344
2022-12-08,351.1700134277344
2022-12-09,348.8299865722656
2022-12-12,358.1700134277344
2022-12-13,357.1499938964844
2022-12-14,357.510009765625
2022-12-15,346.25
2022-12-16,345.8399963378906
2022-12-19,341.260009765625
2022-12-20,342.95001220703125
2022-12-21,345.69000244140625
2022-12-22,341.5199890136719
2022-12-23,343.6000061035156
2022-12-27,346.1600036621094
2022-12-28,341.95001220703125
2022-12-29,348.2099914550781
2022-12-30,347.7300109863281
2023-01-03,346.79998779296875
2023-01-04,355.1499938964844
2023-01-05,351.7699890136719
2023-01-06,367.6700134277344
2023-01-09,370.9700012207031
2023-01-10,371.010009765625
2023-01-11,377.8599853515625
2023-01-12,379.80999755859375
2023-01-13,375.5199890136719
2023-01-17,375.0
2023-01-18,368.9200134277344
2023-01-19,367.94000244140625
2023-01-20,376.2799987792969
2023-01-23,378.57000732421875
2023-01-24,380.010009765625
2023-01-25,382.3900146484375
2023-01-26,377.239990234375
2023-01-27,374.0299987792969
2023-01-30,371.1199951171875
2023-01-31,370.6000061035156
2023-02-01,374.0799865722656
2023-02-02,374.94000244140625
2023-02-03,373.9100036621094
2023-02-06,372.9700012207031
2023-02-07,375.05999755859375
2023-02-08,370.3500061035156
2023-02-09,370.4200134277344
2023-02-10,366.8299865722656
2023-02-13,370.8299865722656
2023-02-14,369.9599914550781
2023-02-15,369.6400146484375
2023-02-16,367.54998779296875
2023-02-17,361.1300048828125
2023-02-21,355.9599914550781
2023-02-22,354.9700012207031
2023-02-23,355.5299987792969
2023-02-24,353.1199951171875
2023-02-27,355.4800109863281
2023-02-28,355.2900085449219
2023-03-01,353.5
2023-03-02,355.57000732421875
2023-03-03,361.5
2023-03-06,366.92999267578125
2023-03-07,359.94000244140625
2023-03-08,359.0299987792969
2023-03-09,354.44000244140625
2023-03-10,347.1099853515625
2023-03-13,344.7099914550781
2023-03-14,352.82000732421875
2023-03-15,348.0799865722656
2023-03-16,348.0
2023-03-17,349.6600036621094
2023-03-20,349.32000732421875
2023-03-21,354.57000732421875
2023-03-22,351.0299987792969
2023-03-23,354.3699951171875
2023-03-24,351.6300048828125
2023-03-27,354.6199951171875
2023-03-28,354.3299865722656
2023-03-29,359.5299987792969
2023-03-30,359.260009765625
2023-03-31,363.4100036621094
2023-04-03,366.4700012207031
2023-04-04,363.8999938964844
2023-04-05,363.7900085449219
2023-04-06,361.4700012207031
2023-04-10,360.1400146484375
2023-04-11,364.1300048828125
2023-04-12,361.7799987792969
2023-04-13,369.6499938964844
2023-04-14,372.42999267578125
2023-04-17,372.760009765625
2023-04-18,372.32000732421875
2023-04-19,372.79998779296875
2023-04-20,375.0
2023-04-21,375.239990234375
2023-04-24,374.7300109863281
2023-04-25,368.5299987792969
2023-04-26,366.760009765625
2023-04-27,373.6700134277344
2023-04-28,380.0299987792969
2023-05-01,379.8599853515625
2023-05-02,376.0299987792969
2023-05-03,374.8999938964844
2023-05-04,376.1199951171875
2023-05-05,384.6600036621094
2023-05-08,385.510009765625
2023-05-09,382.94000244140625
2023-05-10,382.5400085449219
2023-05-11,383.3900146484375
2023-05-12,381.9200134277344
2023-05-15,383.4100036621094
2023-05-16,380.239990234375
2023-05-17,387.0
2023-05-18,392.0199890136719
2023-05-19,385.57000732421875
2023-05-22,384.5299987792969
2023-05-23,373.75
2023-05-24,368.5
2023-05-25,370.0400085449219
2023-05-26,374.3699951171875
2023-05-30,367.5
2023-05-31,365.0199890136719
2023-06-01,370.8800048828125
2023-06-02,373.7300109863281
2023-06-05,370.5199890136719
2023-06-06,379.9599914550781
2023-06-07,371.3900146484375
2023-06-08,367.5899963378906
2023-06-09,369.2200012207031
2023-06-12,375.30999755859375
2023-06-13,371.3800048828125
2023-06-14,374.760009765625
2023-06-15,379.0400085449219
2023-06-16,376.5299987792969
2023-06-20,374.6199951171875
2023-06-21,376.1400146484375
2023-06-22,377.79998779296875
2023-06-23,379.80999755859375
2023-06-26,377.4200134277344
2023-06-27,381.7900085449219
2023-06-28,380.2300109863281
2023-06-29,387.6700134277344
2023-06-30,393.29998779296875
2023-07-03,393.9599914550781
2023-07-05,394.7300109863281
2023-07-06,393.1400146484375
2023-07-07,388.67999267578125
2023-07-10,392.1600036621094
2023-07-11,397.79998779296875
2023-07-12,400.69000244140625
2023-07-13,400.55999755859375
2023-07-14,402.510009765625
2023-07-17,402.20001220703125
2023-07-18,398.1600036621094
2023-07-19,398.2699890136719
2023-07-20,398.05999755859375
2023-07-21,397.489990234375
2023-07-24,404.7900085449219
2023-07-25,401.2799987792969
2023-07-26,402.4100036621094
2023-07-27,394.5
2023-07-28,392.9599914550781
2023-07-31,394.2799987792969
2023-08-01,397.07000732421875
2023-08-02,390.0199890136719
2023-08-03,393.010009765625
2023-08-04,391.3500061035156
2023-08-07,396.8699951171875
2023-08-08,393.19000244140625
2023-08-09,393.6700134277344
2023-08-10,397.1400146484375
2023-08-11,394.9800109863281
2023-08-14,398.5799865722656
2023-08-15,394.45001220703125
2023-08-16,394.3699951171875
2023-08-17,392.6199951171875
2023-08-18,392.1700134277344
2023-08-21,393.20001220703125
2023-08-22,397.8399963378906
2023-08-23,401.05999755859375
2023-08-24,397.6700134277344
2023-08-25,402.8900146484375
2023-08-28,407.44000244140625
2023-08-29,411.6499938964844
2023-08-30,413.9100036621094
2023-08-31,412.6400146484375
2023-09-01,415.57000732421875
2023-09-05,411.5
2023-09-06,413.17999267578125
2023-09-07,414.6199951171875
2023-09-08,414.8399963378906
2023-09-11,416.69000244140625
2023-09-12,416.2699890136719
2023-09-13,416.29998779296875
2023-09-14,413.3399963378906
2023-09-15,414.30999755859375
2023-09-18,417.1300048828125
2023-09-19,413.5299987792969
2023-09-20,410.5199890136719
2023-09-21,403.3599853515625
2023-09-22,402.2200012207031
2023-09-25,402.489990234375
2023-09-26,395.3800048828125
2023-09-27,395.4800109863281
2023-09-28,399.44000244140625
2023-09-29,395.9100036621094
2023-10-02,395.8500061035156
2023-10-03,391.05999755859375
2023-10-04,393.760009765625
2023-10-05,394.20001220703125
2023-10-06,397.9700012207031
2023-10-09,394.739990234375
2023-10-10,400.3699951171875
2023-10-11,399.80999755859375
2023-10-12,399.8999938964844
2023-10-13,398.0299987792969
2023-10-16,401.1600036621094
2023-10-17,401.7699890136719
2023-10-18,393.2099914550781
2023-10-19,387.8699951171875
2023-10-20,384.4100036621094
2023-10-23,383.6700134277344
2023-10-24,386.9100036621094
2023-10-25,386.30999755859375
2023-10-26,364.5899963378906
2023-10-27,364.0799865722656
2023-10-30,372.4200134277344
2023-10-31,376.3500061035156
2023-11-01,377.82000732421875
2023-11-02,382.69000244140625
2023-11-03,386.04998779296875
2023-11-06,386.1600036621094
2023-11-07,388.8699951171875
2023-11-08,389.70001220703125
2023-11-09,387.9599914550781
2023-11-10,394.3800048828125
2023-11-13,394.3500061035156
2023-11-14,397.6499938964844
2023-11-15,396.8299865722656
2023-11-16,397.1000061035156
2023-11-17,400.29998779296875
2023-11-20,404.3999938964844
2023-11-21,408.95001220703125
2023-11-22,410.3299865722656
2023-11-24,412.5
2023-11-27,408.9700012207031
2023-11-28,409.010009765625
2023-11-29,409.82000732421875
2023-11-30,413.8299865722656
2023-12-01,414.3599853515625
2023-12-04,408.2300109863281
2023-12-05,408.69000244140625
2023-12-06,410.3800048828125
2023-12-07,413.1499938964844
2023-12-08,412.1600036621094
2023-12-11,415.7099914550781
2023-12-12,420.75
2023-12-13,424.67999267578125
2023-12-14,418.55999755859375
2023-12-15,418.57000732421875
2023-12-18,424.42999267578125
2023-12-19,425.4700012207031
2023-12-20,419.45001220703125
2023-12-21,423.44000244140625
2023-12-22,424.1000061035156
2023-12-26,423.6700134277344
2023-12-27,424.3599853515625
2023-12-28,426.32000732421875
2023-12-29,426.510009765625
2024-01-02,421.8900146484375
2024-01-03,418.7699890136719
2024-01-04,419.7699890136719
2024-01-05,419.4200134277344
2024-01-08,421.9800109863281
2024-01-09,422.6000061035156
2024-01-10,428.2699890136719
2024-01-11,426.7200012207031
2024-01-12,429.1000061035156
2024-01-16,428.3500061035156
2024-01-17,427.4200134277344
2024-01-18,430.7200012207031
2024-01-19,436.7799987792969
2024-01-22,439.75
2024-01-23,438.760009765625
2024-01-24,438.70001220703125
2024-01-25,436.79998779296875
2024-01-26,438.5299987792969
2024-01-29,440.5799865722656
2024-01-30,445.19000244140625
2024-01-31,449.2300109863281
2024-02-01,460.9200134277344
2024-02-02,460.5799865722656
2024-02-05,456.760009765625
2024-02-06,460.5
2024-02-07,461.9100036621094
2024-02-08,458.260009765625
2024-02-09,457.8800048828125
2024-02-12,458.7099914550781
2024-02-13,460.4599914550781
2024-02-14,465.19000244140625
2024-02-15,471.2799987792969
2024-02-16,468.1300048828125
2024-02-20,451.75
2024-02-21,459.04998779296875
2024-02-22,471.55999755859375
2024-02-23,473.4200134277344
2024-02-26,474.510009765625
2024-02-27,474.75
2024-02-28,478.8500061035156
2024-02-29,474.760009765625
2024-03-01,476.6300048828125
2024-03-04,468.489990234375
2024-03-05,467.5199890136719
2024-03-06,471.6000061035156
2024-03-07,467.5400085449219
2024-03-08,469.260009765625
2024-03-11,469.1600036621094
2024-03-12,472.8699951171875
2024-03-13,475.6099853515625
2024-03-14,479.4800109863281
2024-03-15,475.8299865722656
2024-03-18,478.8900146484375
2024-03-19,484.0
2024-03-20,488.0400085449219
2024-03-21,488.6400146484375
2024-03-22,481.6700134277344
2024-03-25,476.0400085449219
2024-03-26,476.79998779296875
2024-03-27,477.95001220703125
2024-03-28,481.57000732421875
2024-04-01,478.3999938964844
2024-04-02,479.42999267578125
2024-04-03,477.4200134277344
2024-04-04,469.7699890136719
2024-04-05,477.1499938964844
2024-04-08,478.8500061035156
2024-04-09,472.1600036621094
2024-04-10,469.1700134277344
2024-04-11,468.30999755859375
